0, 0.3
1, 0.0
2, 0.3
3, 0.3
4, -0.1
5, -0.4
6, -0.3
7, 0.0
8, -0.2
9, -0.2
10, 0.1
11, -0.2
12, -0.3
13, -0.2
14, 0.0
15, -0.2
16, -0.1
17, 0.1
18, 0.3
19, 0.3
20, 0.4
21, -0.5
22, -0.2
23, 0.1
24, -0.3
25, 0.1
26, 0.2
27, -0.3
28, 0.0
29, 0.0
30, -0.3
31, 0.2
32, 0.0
33, -0.3
34, -0.4
35, -0.4
36, -0.1
37, 0.6
38, 0.1
39, -0.3
40, 0.0
41, 0.3
42, -0.1
43, 0.1
44, -0.2
45, -0.2
46, -0.1
47, 0.2
48, 0.4
49, -0.2
50, -0.1
51, -0.1
52, 0.0
53, 0.0
54, 0.3
55, -0.5
56, -0.2
57, 0.2
58, -0.3
59, 0.1
60, -0.2
61, 0.6
62, 0.2
63, 0.1
64, -0.4
65, -0.1
66, 0.1
67, 0.4
68, -0.2
69, 0.2
70, 0.1
71, -0.1
72, -0.1
73, 0.0
74, 0.3
75, 0.1
76, 0.2
77, 0.1
78, 0.3
79, 0.0
80, 0.0
81, -0.3
82, -0.2
83, -0.2
84, 0.2
85, -0.4
86, -0.1
87, -0.2
88, -0.1
89, 0.4
90, 0.0
91, 0.1
92, 0.0
93, 0.3
94, 0.0
95, 0.2
96, -0.2
97, 0.2
98, -0.1
99, 0.1
100, -0.3
101, 0.2
102, 0.3
103, 0.5
104, 0.2
105, 0.0
106, -0.1
107, -0.2
108, 0.3
109, 0.2
110, 0.1
111, -0.2
112, -0.2
113, -0.1
114, 0.0
115, -0.3
116, 0.1
117, -0.3
118, 0.3
119, 0.1
120, 0.0
121, 0.0
122, -0.2
123, 0.4
124, 0.0
125, 0.4
126, -0.1
127, -0.2
128, 0.0
129, 0.7
130, 0.0
131, 0.5
132, -0.2
133, 0.1
134, -0.2
135, 0.3
136, -0.2
137, -0.2
138, 0.1
139, -0.1
140, 0.0
141, 0.3
142, 0.6
143, 0.1
144, 0.0
145, -0.1
146, -0.6
147, -0.2
148, -0.3
149, 0.0
150, 0.7
151, -0.1
152, -0.3
153, 0.7
154, -0.2
155, 0.0
156, 0.4
157, 0.4
158, 0.2
159, -0.5
160, 0.0
161, 0.2
162, 0.0
163, 0.0
164, 0.2
165, -0.5
166, 0.0
167, 0.2
168, -0.2
169, 0.1
170, 0.0
171, -0.5
172, 0.2
173, 0.1
174, -0.3
175, -0.1
176, 0.2
177, 0.0
178, -0.2
179, 0.4
180, 0.2
181, -0.2
182, 0.5
183, 0.2
184, 0.2
185, 0.1
186, -0.5
187, 0.1
188, -0.5
189, 0.2
190, 0.0
191, 0.1
192, 0.3
193, 0.5
194, 0.1
195, -0.3
196, 0.2
197, 0.0
198, -0.2
199, -0.2
200, 0.5
201, -0.3
202, 0.5
203, 0.0
204, 0.1
205, 0.0
206, 0.2
207, 0.4
208, -0.3
209, -0.5
210, -0.2
211, -0.1
212, -0.2
213, 0.3
214, -0.4
215, -0.1
216, -0.4
217, 0.0
218, -0.2
219, 0.0
220, 0.0
221, 0.1
222, 0.3
223, 0.0
224, -0.3
225, -0.1
226, -0.3
227, -0.2
228, 0.3
229, 0.4
230, -0.1
231, 0.1
232, 0.2
233, -0.3
234, 0.4
235, -0.2
236, -0.5
237, 0.3
238, -0.1
239, 0.0
240, -0.3
241, -0.2
242, 0.0
243, -0.1
244, -0.2
245, 0.2
246, 0.2
247, 0.0
248, -0.1
249, 0.2
250, 0.3
251, -0.2
252, 0.2
253, -0.4
254, 0.3
255, 0.3
256, -0.3
257, -0.2
258, 0.2
259, 0.1
260, -0.1
261, -0.1
262, -0.3
263, 0.4
264, 0.0
265, -0.1
266, -0.3
267, 0.1
268, 0.0
269, 0.1
270, -0.2
271, 0.5
272, -0.1
273, -0.3
274, 0.1
275, -0.1
276, 0.3
277, -0.3
278, 0.3
279, -0.2
280, 0.6
281, -0.1
282, -0.5
283, 0.2
284, -0.3
285, 0.3
286, -0.4
287, 0.3
288, 0.1
289, 0.3
290, 0.3
291, -0.1
292, 0.0
293, -0.4
294, 0.1
295, -0.1
296, 0.2
297, 0.1
298, 0.1
299, 0.0
300, 0.1
301, 0.3
302, 0.5
303, -0.3
304, 0.2
305, 0.0
306, -0.2
307, -0.5
308, 0.2
309, 0.1
310, 0.4
311, 0.1
312, 0.0
313, -0.1
314, 0.0
315, 0.3
316, -0.1
317, 0.3
318, 0.1
319, 0.0
320, 0.1
321, -0.1
322, -0.1
323, 0.3
324, 0.1
325, 0.1
326, -0.1
327, 0.4
328, 0.0
329, -0.2
330, -0.1
331, 0.1
332, -0.1
333, -0.1
334, 0.4
335, -0.2
336, 0.6
337, 0.0
338, 0.0
339, 0.0
340, 0.1
341, -0.4
342, -0.1
343, 0.4
344, 0.3
345, -0.1
346, -0.1
347, 0.0
348, 0.2
349, 0.3
350, 0.2
351, 0.0
352, -0.1
353, 0.0
354, 0.2
355, 0.2
356, 0.2
357, 0.1
358, 0.3
359, 0.5
360, 0.2
361, 0.0
362, 0.0
363, 0.2
364, 0.0
365, 0.2
366, 0.0
367, 0.0
368, -0.2
369, 0.2
370, 0.1
371, 0.1
372, 0.4
373, -0.1
374, -0.2
375, -0.4
376, 0.0
377, -0.1
378, 0.2
379, 0.0
380, 0.0
381, 0.2
382, 0.0
383, 0.2
384, -0.3
385, 0.2
386, -0.4
387, 0.0
388, 0.2
389, -0.1
390, 0.2
391, 0.3
392, -0.1
393, -0.2
394, 0.0
395, -0.2
396, 0.0
397, 0.3
398, -0.1
399, 0.5
400, 0.0
401, -0.5
402, 0.0
403, 0.4
404, -0.2
405, 0.1
406, 0.6
407, -0.1
408, 0.2
409, -0.2
410, -0.1
411, -0.2
412, -0.2
413, 0.3
414, 0.0
415, -0.4
416, -0.1
417, -0.3
418, -0.2
419, 0.2
420, 0.1
421, -0.1
422, 0.1
423, 0.2
424, -0.3
425, -0.4
426, 0.0
427, 0.0
428, -0.2
429, 0.1
430, -0.2
431, 0.2
432, 0.0
433, 0.0
434, 0.1
435, -0.4
436, 0.0
437, -0.1
438, 0.2
439, 0.1
440, -0.1
441, 0.4
442, -0.1
443, 0.1
444, -0.2
445, -0.2
446, -0.2
447, -0.1
448, 0.1
449, -0.2
450, 0.1
451, 0.2
452, -0.3
453, 0.2
454, -0.1
455, 0.1
456, 0.0
457, 0.0
458, 0.1
459, 0.1
460, 0.0
461, 0.2
462, 0.3
463, -0.5
464, -0.1
465, 0.4
466, -0.1
467, 0.2
468, 0.3
469, 0.4
470, -0.2
471, 0.2
472, -0.2
473, -0.1
474, -0.4
475, -0.1
476, 0.0
477, 0.0
478, -0.1
479, -0.1
480, 0.4
481, -0.3
482, 0.2
483, -0.2
484, -0.3
485, -0.2
486, -0.2
487, 0.0
488, 0.0
489, -0.2
490, 0.4
491, -0.1
492, -0.4
493, 0.5
494, -0.4
495, 0.1
496, -0.3
497, 0.1
498, -0.2
499, -0.3
500, 0.2
501, -0.1
502, 0.5
503, -0.2
504, -0.1
505, 0.1
506, -0.2
507, -0.2
508, 0.3
509, -0.2
510, -0.2
511, 0.2
512, 0.4
513, -0.3
514, -0.3
515, -0.1
516, -0.4
