0, 0.2
1, -0.2
2, 0.0
3, -0.1
4, 0.1
5, -0.2
6, 0.2
7, -0.4
8, 0.4
9, -0.1
10, 0.4
11, 0.2
12, -0.1
13, -0.1
14, -0.1
15, 0.1
16, 0.4
17, 0.3
18, 0.1
19, 0.0
20, 0.3
21, -0.4
22, 0.8
23, 0.2
24, 0.0
25, -0.1
26, -0.1
27, -0.1
28, -0.2
29, -0.3
30, 0.1
31, -0.3
32, 0.0
33, 0.0
34, 0.1
35, 0.0
36, 0.1
37, 0.4
38, 0.1
39, 0.3
40, 0.6
41, -0.2
42, -0.2
43, -0.1
44, 0.2
45, -0.7
46, -0.2
47, 0.2
48, -0.2
49, -0.2
50, -0.2
51, 0.0
52, -0.2
53, 0.4
54, 0.6
55, 0.0
56, 0.2
57, -0.2
58, -0.2
59, -0.3
60, 0.0
61, 0.1
62, -0.5
63, 0.3
64, 0.0
65, 0.1
66, -0.1
67, 0.2
68, 0.2
69, -0.1
70, -0.1
71, -0.1
72, 0.1
73, 0.0
74, 0.0
75, 0.0
76, 0.1
77, 0.1
78, 0.2
79, 0.2
80, 0.0
81, 0.0
82, 0.2
83, 0.1
84, 0.0
85, 0.3
86, -0.1
87, -0.4
88, 0.0
89, -0.1
90, 0.3
91, -0.4
92, -0.1
93, 0.2
94, -0.4
95, 0.0
96, 0.2
97, 0.4
98, -0.1
99, 0.2
100, 0.4
101, -0.1
102, 0.3
103, -0.3
104, -0.2
105, -0.3
106, 0.6
107, 0.0
108, 0.1
109, 0.2
110, -0.4
111, -0.1
112, -0.3
113, -0.6
114, -0.2
115, 0.1
116, 0.5
117, 0.4
118, 0.1
119, 0.0
120, -0.4
121, -0.4
122, -0.2
123, -0.3
124, -0.1
125, 0.1
126, 0.0
127, -0.3
128, 0.0
129, -0.5
130, -0.5
131, -0.4
132, 0.3
133, 0.0
134, 0.6
135, -0.2
136, 0.7
137, 0.2
138, 0.0
139, 0.2
140, 0.2
141, -0.2
142, 0.1
143, -0.2
144, -0.1
145, 0.2
146, -0.2
147, 0.1
148, 0.0
149, 0.1
150, 0.3
151, -0.4
152, -0.1
153, 0.5
154, 0.0
155, 0.1
156, -0.3
157, 0.0
158, -0.1
159, 0.3
160, -0.2
161, 0.3
162, 0.0
163, -0.1
164, -0.1
165, -0.2
166, -0.3
167, -0.4
168, 0.2
169, 0.7
170, -0.1
171, 0.0
172, 0.3
173, 0.3
174, -0.3
175, 0.4
176, 0.2
177, -0.4
178, 0.1
179, 0.4
180, -0.2
181, 0.3
182, -0.1
183, 0.1
184, -0.2
185, -0.2
186, 0.2
187, -0.3
188, -0.3
189, 0.2
190, 0.0
191, -0.2
192, 0.2
193, -0.1
194, -0.1
195, -0.1
196, 0.1
197, 0.1
198, -0.2
199, 0.0
200, 0.1
201, -0.2
202, 0.0
203, 0.3
204, -0.1
205, 0.2
206, -0.5
207, -0.2
208, 0.1
209, 0.0
210, 0.0
211, -0.3
212, -0.4
213, 0.1
214, 0.2
215, 0.2
216, 0.1
217, 0.0
218, 0.0
219, 0.2
220, 0.5
221, 0.2
222, -0.1
223, 0.0
224, 0.1
225, 0.1
226, 0.3
227, 0.1
228, -0.2
229, -0.1
230, 0.2
231, 0.3
232, -0.2
233, 0.0
234, 0.4
235, -0.3
236, 0.2
237, -0.2
238, 0.1
239, -0.1
240, 0.2
